client_time,user_id,balance_id,traffic_type,payer_type,failed,attempt,platform_name,first_attempt,FW,CW,CF,FF,reason_seg,partition_date,level_cohort,super_ball
2025-12-23 03:09:21,user-000-040-1,402,incent,nonpayer,0,4,ios,0,0,1,0,0,close_win,2026-01-01,40,False
2025-12-28 01:51:19,user-000-041-0,411,crosspromo,payer,0,2,android,0,0,1,0,0,close_win,2026-01-01,41,True
2025-12-27 20:00:20,user-000-041-1,412,organic,nonpayer,0,5,android,0,1,0,0,0,far_win,2026-01-01,41,False
2026-01-01 18:42:18,user-000-042-0,421,NULL,nonpayer,1,3,android,0,0,0,1,0,close_fail,2026-01-01,42,True
2025-12-31 13:51:19,user-000-042-1,422,crosspromo,payer,0,6,android,0,1,0,0,0,far_win,2026-01-01,42,False
2025-12-15 11:33:17,user-000-043-0,431,paid,nonpayer,0,4,uwp,0,1,0,0,0,far_win,2026-01-01,43,True
2025-12-14 06:42:18,user-000-043-1,432,NULL,nonpayer,0,7,uwp,0,1,0,0,0,far_win,2026-01-01,43,False
2025-12-19 04:24:16,user-000-044-0,441,incent,payer,0,5,ios,0,1,0,0,0,far_win,2026-01-01,44,True
2025-12-18 23:33:17,user-000-044-1,442,paid,nonpayer,0,8,uwp,0,0,1,0,0,close_win,2026-01-01,44,False
2025-12-23 21:15:15,user-000-045-0,451,organic,payer,0,6,ios,0,0,1,0,0,close_win,2026-01-01,45,True
2025-12-22 16:24:16,user-000-045-1,452,incent,payer,1,1,ios,1,0,0,0,1,far_fail,2026-01-01,45,False
2025-12-27 14:06:14,user-000-046-0,461,crosspromo,nonpayer,0,7,android,0,1,0,0,0,far_win,2026-01-01,46,True
2025-12-26 09:15:15,user-000-046-1,462,organic,payer,0,2,android,0,1,0,0,0,far_win,2026-01-01,46,False
2025-12-31 07:57:13,user-000-047-0,471,NULL,payer,0,8,android,0,0,0,0,0,unknown,2026-01-01,47,True
2025-12-30 02:06:14,user-000-047-1,472,crosspromo,nonpayer,0,3,android,0,0,0,0,0,unknown,2026-01-01,47,False
2025-12-14 00:48:12,user-000-048-0,481,paid,payer,1,1,uwp,1,0,0,0,1,far_fail,2026-01-01,48,True
2025-12-13 19:57:13,user-000-048-1,482,NULL,payer,0,4,uwp,0,0,1,0,0,close_win,2026-01-01,48,False
2025-12-18 17:39:11,user-000-049-0,491,incent,nonpayer,0,2,uwp,0,0,1,0,0,close_win,2026-01-01,49,True
2025-12-17 12:48:12,user-000-049-1,492,paid,payer,0,5,uwp,0,1,0,0,0,far_win,2026-01-01,49,False
2025-12-22 10:30:10,user-000-050-0,501,organic,nonpayer,0,3,ios,0,1,0,0,0,far_win,2026-01-01,50,True
2025-12-21 05:39:11,user-000-050-1,502,incent,nonpayer,0,6,ios,0,1,0,0,0,far_win,2026-01-01,50,False
2025-12-26 03:21:09,user-000-051-0,511,crosspromo,payer,0,4,android,0,1,0,0,0,far_win,2026-01-01,51,True
2025-12-25 22:30:10,user-000-051-1,512,organic,nonpayer,1,7,ios,0,0,0,1,0,close_fail,2026-01-01,51,False
2025-12-30 20:12:08,user-000-052-0,521,NULL,nonpayer,0,5,android,0,0,1,0,0,close_win,2026-01-01,52,True
2025-12-29 15:21:09,user-000-052-1,522,crosspromo,payer,0,8,android,0,0,0,0,0,unknown,2026-01-01,52,False
2025-12-13 13:03:07,user-000-053-0,531,paid,nonpayer,1,6,uwp,0,0,0,1,0,close_fail,2026-01-01,53,True
2025-12-12 08:12:08,user-000-053-1,532,NULL,nonpayer,0,1,uwp,1,1,0,0,0,far_win,2026-01-01,53,False
2025-12-17 06:54:06,user-000-054-0,541,incent,payer,1,7,uwp,0,0,0,0,1,far_fail,2026-01-01,54,True
2025-12-16 01:03:07,user-000-054-1,542,paid,nonpayer,0,2,uwp,0,1,0,0,0,far_win,2026-01-01,54,False
2025-12-21 23:45:05,user-000-055-0,551,organic,payer,0,8,ios,0,1,0,0,0,far_win,2026-01-01,55,True
2025-12-20 18:54:06,user-000-055-1,552,incent,payer,0,3,ios,0,0,1,0,0,close_win,2026-01-01,55,False
2025-12-25 16:36:04,user-000-056-0,561,crosspromo,nonpayer,0,1,ios,1,0,1,0,0,close_win,2026-01-01,56,True
2025-12-24 11:45:05,user-000-056-1,562,organic,payer,0,4,ios,0,1,0,0,0,far_win,2026-01-01,56,False
2025-12-29 09:27:03,user-000-057-0,571,NULL,payer,0,2,android,0,1,0,0,0,far_win,2026-01-01,57,True
2025-12-28 04:36:04,user-000-057-1,572,crosspromo,nonpayer,1,5,android,0,0,0,0,1,far_fail,2026-01-01,57,False
2025-12-12 02:18:02,user-000-058-0,581,paid,payer,0,3,uwp,0,1,0,0,0,far_win,2026-01-01,58,True
2026-01-01 21:27:03,user-000-058-1,582,NULL,payer,0,6,android,0,1,0,0,0,far_win,2026-01-01,58,False
2025-12-16 19:09:01,user-000-059-0,591,incent,nonpayer,1,4,uwp,0,0,0,0,1,far_fail,2026-01-01,59,True
2025-12-15 14:18:02,user-000-059-1,592,paid,payer,0,7,uwp,0,0,1,0,0,close_win,2026-01-01,59,False
2025-12-20 12:00:00,user-000-060-0,601,organic,nonpayer,0,5,ios,0,0,1,0,0,close_win,2026-01-01,60,True
2025-12-19 07:09:01,user-000-060-1,602,incent,nonpayer,0,8,ios,0,1,0,0,0,far_win,2026-01-01,60,False
2025-12-24 05:51:59,user-000-061-0,611,crosspromo,payer,0,6,ios,0,1,0,0,0,far_win,2026-01-01,61,True
2025-12-23 00:00:00,user-000-061-1,612,organic,nonpayer,0,1,ios,1,1,0,0,0,far_win,2026-01-01,61,False
2025-12-28 22:42:58,user-000-062-0,621,NULL,nonpayer,0,7,android,0,1,0,0,0,far_win,2026-01-01,62,True
2025-12-27 17:51:59,user-000-062-1,622,crosspromo,payer,0,2,android,0,0,1,0,0,close_win,2026-01-01,62,False
2026-01-01 15:33:57,user-000-063-0,631,paid,nonpayer,0,8,android,0,1,0,0,0,far_win,2026-01-01,63,True
2025-12-31 10:42:58,user-000-063-1,632,NULL,nonpayer,1,3,android,0,0,0,1,0,close_fail,2026-01-01,63,False
2025-12-15 08:24:56,user-000-064-0,641,incent,payer,0,1,uwp,1,0,1,0,0,close_win,2026-01-01,64,True
2025-12-14 03:33:57,user-000-064-1,642,paid,nonpayer,0,4,uwp,0,1,0,0,0,far_win,2026-01-01,64,False
2025-12-19 01:15:55,user-000-065-0,651,organic,payer,1,2,ios,0,0,0,0,1,far_fail,2026-01-01,65,True
2025-12-18 20:24:56,user-000-065-1,652,incent,payer,0,5,uwp,0,1,0,0,0,far_win,2026-01-01,65,False
2025-12-23 18:06:54,user-000-066-0,661,crosspromo,nonpayer,0,3,ios,0,1,0,0,0,far_win,2026-01-01,66,True
2025-12-22 13:15:55,user-000-066-1,662,organic,payer,0,6,ios,0,0,1,0,0,close_win,2026-01-01,66,False
2025-12-27 11:57:53,user-000-067-0,671,NULL,payer,0,4,android,0,0,1,0,0,close_win,2026-01-01,67,True
2025-12-26 06:06:54,user-000-067-1,672,crosspromo,nonpayer,0,7,android,0,1,0,0,0,far_win,2026-01-01,67,False
2025-12-31 04:48:52,user-000-068-0,681,paid,payer,0,5,android,0,0,0,0,0,unknown,2026-01-01,68,True
2025-12-30 23:57:53,user-000-068-1,682,NULL,payer,0,8,android,0,0,0,0,0,unknown,2026-01-01,68,False
2025-12-14 21:39:51,user-000-069-0,691,incent,nonpayer,0,6,uwp,0,1,0,0,0,far_win,2026-01-01,69,True
2025-12-13 16:48:52,user-000-069-1,692,paid,payer,1,1,uwp,1,0,0,0,1,far_fail,2026-01-01,69,False
2025-12-18 14:30:50,user-000-070-0,701,organic,nonpayer,0,7,uwp,0,1,0,0,0,far_win,2026-01-01,70,True
2025-12-17 09:39:51,user-000-070-1,702,incent,nonpayer,0,2,uwp,0,0,1,0,0,close_win,2026-01-01,70,False
2025-12-22 07:21:49,user-000-071-0,711,crosspromo,payer,1,8,ios,0,0,0,1,0,close_fail,2026-01-01,71,True
2025-12-21 02:30:50,user-000-071-1,712,organic,nonpayer,0,3,ios,0,1,0,0,0,far_win,2026-01-01,71,False
2025-12-26 00:12:48,user-000-072-0,721,NULL,nonpayer,0,1,android,1,1,0,0,0,far_win,2026-01-01,72,True
2025-12-25 19:21:49,user-000-072-1,722,crosspromo,payer,0,4,ios,0,1,0,0,0,far_win,2026-01-01,72,False
2025-12-30 17:03:47,user-000-073-0,731,paid,nonpayer,0,2,android,0,1,0,0,0,far_win,2026-01-01,73,True
2025-12-29 12:12:48,user-000-073-1,732,NULL,nonpayer,0,5,android,0,0,1,0,0,close_win,2026-01-01,73,False
2025-12-13 10:54:46,user-000-074-0,741,incent,payer,0,3,uwp,0,1,0,0,0,far_win,2026-01-01,74,True
2025-12-12 05:03:47,user-000-074-1,742,paid,nonpayer,1,6,uwp,0,0,0,1,0,close_fail,2026-01-01,74,False
2025-12-17 03:45:45,user-000-075-0,751,organic,payer,0,4,uwp,0,0,1,0,0,close_win,2026-01-01,75,True
2025-12-16 22:54:46,user-000-075-1,752,incent,payer,1,7,uwp,0,0,0,0,1,far_fail,2026-01-01,75,False
2025-12-21 20:36:44,user-000-076-0,761,crosspromo,nonpayer,0,5,ios,0,1,0,0,0,far_win,2026-01-01,76,True
2025-12-20 15:45:45,user-000-076-1,762,organic,payer,0,8,ios,0,1,0,0,0,far_win,2026-01-01,76,False
2025-12-25 13:27:43,user-000-077-0,771,NULL,payer,1,6,ios,0,0,0,0,1,far_fail,2026-01-01,77,True
2025-12-24 08:36:44,user-000-077-1,772,crosspromo,nonpayer,0,1,ios,1,0,1,0,0,close_win,2026-01-01,77,False
2025-12-29 06:18:42,user-000-078-0,781,paid,payer,0,7,android,0,0,1,0,0,close_win,2026-01-01,78,True
2025-12-28 01:27:43,user-000-078-1,782,NULL,payer,0,2,android,0,1,0,0,0,far_win,2026-01-01,78,False
2025-12-12 23:09:41,user-000-079-0,791,incent,nonpayer,0,8,uwp,0,0,1,0,0,close_win,2026-01-01,79,True
2026-01-01 18:18:42,user-000-079-1,792,paid,payer,0,3,android,0,1,0,0,0,far_win,2026-01-01,79,False
2025-12-16 16:00:40,user-000-080-0,801,organic,nonpayer,0,1,uwp,1,1,0,0,0,far_win,2026-01-01,80,True
2025-12-15 11:09:41,user-000-080-1,802,incent,nonpayer,1,4,uwp,0,0,0,0,1,far_fail,2026-01-01,80,False
2025-12-20 09:51:39,user-000-081-0,811,crosspromo,payer,0,2,ios,0,1,0,0,0,far_win,2026-01-01,81,True
2025-12-19 04:00:40,user-000-081-1,812,organic,nonpayer,1,5,ios,0,0,0,1,0,close_fail,2026-01-01,81,False
2025-12-24 02:42:38,user-000-082-0,821,NULL,nonpayer,0,3,ios,0,0,1,0,0,close_win,2026-01-01,82,True
2025-12-23 21:51:39,user-000-082-1,822,crosspromo,payer,0,6,ios,0,1,0,0,0,far_win,2026-01-01,82,False
2025-12-28 19:33:37,user-000-083-0,831,paid,nonpayer,1,4,android,0,0,0,0,1,far_fail,2026-01-01,83,True
2025-12-27 14:42:38,user-000-083-1,832,NULL,nonpayer,0,7,android,0,1,0,0,0,far_win,2026-01-01,83,False
2026-01-01 12:24:36,user-000-084-0,841,incent,payer,0,5,android,0,0,0,0,0,unknown,2026-01-01,84,True
2025-12-31 07:33:37,user-000-084-1,842,paid,nonpayer,0,8,android,0,1,0,0,0,far_win,2026-01-01,84,False
2025-12-15 05:15:35,user-000-085-0,851,organic,payer,0,6,uwp,0,1,0,0,0,far_win,2026-01-01,85,True
2025-12-14 00:24:36,user-000-085-1,852,incent,payer,0,1,uwp,1,0,1,0,0,close_win,2026-01-01,85,False
2025-12-19 22:06:34,user-000-086-0,861,crosspromo,nonpayer,0,7,ios,0,0,1,0,0,close_win,2026-01-01,86,True
2025-12-18 17:15:35,user-000-086-1,862,organic,payer,1,2,uwp,0,0,0,0,1,far_fail,2026-01-01,86,False
2025-12-23 15:57:33,user-000-087-0,871,NULL,payer,0,8,ios,0,1,0,0,0,far_win,2026-01-01,87,True
2025-12-22 10:06:34,user-000-087-1,872,crosspromo,nonpayer,0,3,ios,0,1,0,0,0,far_win,2026-01-01,87,False
2025-12-27 08:48:32,user-000-088-0,881,paid,payer,0,1,android,1,1,0,0,0,far_win,2026-01-01,88,True
2025-12-26 03:57:33,user-000-088-1,882,NULL,payer,0,4,android,0,0,1,0,0,close_win,2026-01-01,88,False
2025-12-31 01:39:31,user-000-089-0,891,incent,nonpayer,1,2,android,0,0,0,0,0,unknown,2026-01-01,89,True
2025-12-30 20:48:32,user-000-089-1,892,paid,payer,0,5,android,0,0,0,0,0,unknown,2026-01-01,89,False
2025-12-14 18:30:30,user-000-090-0,901,organic,nonpayer,0,3,uwp,0,0,1,0,0,close_win,2026-01-01,90,True
2025-12-13 13:39:31,user-000-090-1,902,incent,nonpayer,0,6,uwp,0,1,0,0,0,far_win,2026-01-01,90,False
2025-12-18 11:21:29,user-000-091-0,911,crosspromo,payer,0,4,uwp,0,1,0,0,0,far_win,2026-01-01,91,True
2025-12-17 06:30:30,user-000-091-1,912,organic,nonpayer,0,7,uwp,0,1,0,0,0,far_win,2026-01-01,91,False
2025-12-22 04:12:28,user-000-092-0,921,NULL,nonpayer,0,5,ios,0,1,0,0,0,far_win,2026-01-01,92,True
2025-12-21 23:21:29,user-000-092-1,922,crosspromo,payer,1,8,ios,0,0,0,1,0,close_fail,2026-01-01,92,False
2025-12-26 21:03:27,user-000-093-0,931,paid,nonpayer,0,6,android,0,0,1,0,0,close_win,2026-01-01,93,True
2025-12-25 16:12:28,user-000-093-1,932,NULL,nonpayer,0,1,ios,1,1,0,0,0,far_win,2026-01-01,93,False
2025-12-30 14:54:26,user-000-094-0,941,incent,payer,0,7,android,0,1,0,0,0,far_win,2026-01-01,94,True
2025-12-29 09:03:27,user-000-094-1,942,paid,nonpayer,0,2,android,0,1,0,0,0,far_win,2026-01-01,94,False
2025-12-13 07:45:25,user-000-095-0,951,organic,payer,1,8,uwp,0,0,0,0,1,far_fail,2026-01-01,95,True
2025-12-12 02:54:26,user-000-095-1,952,incent,payer,0,3,uwp,0,1,0,0,0,far_win,2026-01-01,95,False
2025-12-17 00:36:24,user-000-096-0,961,crosspromo,nonpayer,0,1,uwp,1,1,0,0,0,far_win,2026-01-01,96,True
2025-12-16 19:45:25,user-000-096-1,962,organic,payer,0,4,uwp,0,0,1,0,0,close_win,2026-01-01,96,False
2025-12-21 17:27:23,user-000-097-0,971,NULL,payer,0,2,ios,0,0,1,0,0,close_win,2026-01-01,97,True
2025-12-20 12:36:24,user-000-097-1,972,crosspromo,nonpayer,0,5,ios,0,1,0,0,0,far_win,2026-01-01,97,False
2025-12-25 10:18:22,user-000-098-0,981,paid,payer,0,3,ios,0,1,0,0,0,far_win,2026-01-01,98,True
2025-12-24 05:27:23,user-000-098-1,982,NULL,payer,1,6,ios,0,0,0,0,1,far_fail,2026-01-01,98,False
2025-12-29 03:09:21,user-000-099-0,991,incent,nonpayer,0,4,android,0,1,0,0,0,far_win,2026-01-01,99,True
2025-12-28 22:18:22,user-000-099-1,992,paid,payer,0,7,android,0,0,1,0,0,close_win,2026-01-01,99,False
2025-12-12 20:00:20,user-000-100-0,1001,organic,nonpayer,1,5,uwp,0,0,0,0,1,far_fail,2026-01-01,100,True
2026-01-01 15:09:21,user-000-100-1,1002,incent,nonpayer,0,8,android,0,0,1,0,0,close_win,2026-01-01,100,False
2025-12-16 13:51:19,user-000-101-0,1011,crosspromo,payer,1,6,uwp,0,0,0,1,0,close_fail,2026-01-01,101,True
2025-12-15 08:00:20,user-000-101-1,1012,organic,nonpayer,0,1,uwp,1,1,0,0,0,far_win,2026-01-01,101,False
2025-12-20 06:42:18,user-000-102-0,1021,NULL,nonpayer,0,7,ios,0,1,0,0,0,far_win,2026-01-01,102,True
2025-12-19 01:51:19,user-000-102-1,1022,crosspromo,payer,0,2,ios,0,1,0,0,0,far_win,2026-01-01,102,False
2025-12-24 23:33:17,user-000-103-0,1031,paid,nonpayer,0,8,ios,0,1,0,0,0,far_win,2026-01-01,103,True
2025-12-23 18:42:18,user-000-103-1,1032,NULL,nonpayer,0,3,ios,0,0,1,0,0,close_win,2026-01-01,103,False
2025-12-28 16:24:16,user-000-104-0,1041,incent,payer,0,1,android,1,0,1,0,0,close_win,2026-01-01,104,True
2025-12-27 11:33:17,user-000-104-1,1042,paid,nonpayer,1,4,android,0,0,0,0,1,far_fail,2026-01-01,104,False
2026-01-01 09:15:15,user-000-105-0,1051,organic,payer,0,2,android,0,0,0,0,0,unknown,2026-01-01,105,True
2025-12-31 04:24:16,user-000-105-1,1052,incent,payer,0,5,android,0,0,0,0,0,unknown,2026-01-01,105,False
2025-12-15 02:06:14,user-000-106-0,1061,crosspromo,nonpayer,1,3,uwp,0,0,0,0,1,far_fail,2026-01-01,106,True
2025-12-14 21:15:15,user-000-106-1,1062,organic,payer,0,6,uwp,0,1,0,0,0,far_win,2026-01-01,106,False
2025-12-19 19:57:13,user-000-107-0,1071,NULL,payer,1,4,ios,0,0,0,0,1,far_fail,2026-01-01,107,True
2025-12-18 14:06:14,user-000-107-1,1072,crosspromo,nonpayer,0,7,uwp,0,0,1,0,0,close_win,2026-01-01,107,False
2025-12-23 12:48:12,user-000-108-0,1081,paid,payer,0,5,ios,0,0,1,0,0,close_win,2026-01-01,108,True
